,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
2772,6,7,130,117,Wednesday,16,0.556
2773,7,9,120,97,Wednesday,16,0.619
2774,8,9,80,66,Wednesday,16,0.606
2775,9,11,120,92,Wednesday,16,0.652
2776,9,13,90,70,Wednesday,16,0.643
2777,10,11,140,99,Wednesday,16,0.707
2778,10,13,120,98,Wednesday,16,0.612
2779,11,12,140,129,Wednesday,16,0.543
2780,0,1,70,65,Wednesday,18,0.538
2781,0,2,70,69,Wednesday,18,0.507
2782,0,3,90,80,Wednesday,18,0.562
2783,1,2,90,80,Wednesday,18,0.562
2784,1,7,100,78,Wednesday,18,0.641
2785,2,5,110,100,Wednesday,18,0.550
2786,3,4,140,98,Wednesday,18,0.714
2787,3,10,140,133,Wednesday,18,0.526
2788,4,5,100,73,Wednesday,18,0.685
2789,4,6,130,92,Wednesday,18,0.707
2790,5,8,80,62,Wednesday,18,0.645
2791,5,12,50,40,Wednesday,18,0.625
2792,6,7,130,109,Wednesday,18,0.596
2793,7,9,120,112,Wednesday,18,0.536
2794,8,9,100,94,Wednesday,18,0.532
2795,9,11,100,84,Wednesday,18,0.595
2796,9,13,140,98,Wednesday,18,0.714
2797,10,11,120,116,Wednesday,18,0.517
2798,10,13,70,60,Wednesday,18,0.583
2799,11,12,110,106,Wednesday,18,0.519
2800,0,1,80,63,Wednesday,20,0.635
2801,0,2,70,55,Wednesday,20,0.636
2802,0,3,90,52,Wednesday,20,0.865
2803,1,2,110,58,Wednesday,20,0.948
2804,1,7,50,29,Wednesday,20,0.862
2805,2,5,120,80,Wednesday,20,0.750
2806,3,4,90,64,Wednesday,20,0.703
2807,3,10,60,33,Wednesday,20,0.909
2808,4,5,120,79,Wednesday,20,0.759
2809,4,6,130,90,Wednesday,20,0.722
2810,5,8,130,102,Wednesday,20,0.637
2811,5,12,60,35,Wednesday,20,0.857
2812,6,7,60,38,Wednesday,20,0.789
2813,7,9,110,86,Wednesday,20,0.640
2814,8,9,70,52,Wednesday,20,0.673
2815,9,11,60,38,Wednesday,20,0.789
2816,9,13,110,80,Wednesday,20,0.688
2817,10,11,110,87,Wednesday,20,0.632
2818,10,13,140,73,Wednesday,20,0.959
2819,11,12,110,57,Wednesday,20,0.965
2820,0,1,50,25,Wednesday,22,1.000
2821,0,2,50,38,Wednesday,22,0.658
2822,0,3,120,84,Wednesday,22,0.714
2823,1,2,60,39,Wednesday,22,0.769
2824,1,7,100,50,Wednesday,22,1.000
2825,2,5,140,82,Wednesday,22,0.854
2826,3,4,70,41,Wednesday,22,0.854
2827,3,10,130,77,Wednesday,22,0.844
2828,4,5,140,86,Wednesday,22,0.814
2829,4,6,70,46,Wednesday,22,0.761
2830,5,8,140,89,Wednesday,22,0.787
2831,5,12,80,61,Wednesday,22,0.656
2832,6,7,120,90,Wednesday,22,0.667
2833,7,9,70,44,Wednesday,22,0.795
2834,8,9,140,107,Wednesday,22,0.654
2835,9,11,80,54,Wednesday,22,0.741
2836,9,13,110,58,Wednesday,22,0.948
2837,10,11,50,30,Wednesday,22,0.833
2838,10,13,110,80,Wednesday,22,0.688
2839,11,12,100,79,Wednesday,22,0.633
2840,0,1,60,47,Wednesday,24,0.638
2841,0,2,80,61,Wednesday,24,0.656
2842,0,3,100,72,Wednesday,24,0.694
2843,1,2,80,59,Wednesday,24,0.678
2844,1,7,140,71,Wednesday,24,0.986
2845,2,5,140,104,Wednesday,24,0.673
2846,3,4,130,83,Wednesday,24,0.783
2847,3,10,90,66,Wednesday,24,0.682
2848,4,5,90,47,Wednesday,24,0.957
2849,4,6,100,57,Wednesday,24,0.877
2850,5,8,130,91,Wednesday,24,0.714
2851,5,12,90,51,Wednesday,24,0.882
2852,6,7,50,34,Wednesday,24,0.735
2853,7,9,110,77,Wednesday,24,0.714
2854,8,9,140,80,Wednesday,24,0.875
2855,9,11,70,40,Wednesday,24,0.875
2856,9,13,80,46,Wednesday,24,0.870
2857,10,11,50,37,Wednesday,24,0.676
2858,10,13,80,62,Wednesday,24,0.645
2859,11,12,140,107,Wednesday,24,0.654
2860,0,1,70,48,Thrusday,0,0.729
2861,0,2,130,75,Thrusday,0,0.867
2862,0,3,50,26,Thrusday,0,0.962
2863,1,2,100,54,Thrusday,0,0.926
2864,1,7,100,73,Thrusday,0,0.685
2865,2,5,130,93,Thrusday,0,0.699
2866,3,4,50,36,Thrusday,0,0.694
2867,3,10,50,36,Thrusday,0,0.694
2868,4,5,70,49,Thrusday,0,0.714
2869,4,6,60,43,Thrusday,0,0.698
2870,5,8,110,82,Thrusday,0,0.671
2871,5,12,100,65,Thrusday,0,0.769
2872,6,7,70,45,Thrusday,0,0.778
2873,7,9,60,41,Thrusday,0,0.732
2874,8,9,140,108,Thrusday,0,0.648
2875,9,11,80,60,Thrusday,0,0.667
2876,9,13,90,67,Thrusday,0,0.672
2877,10,11,60,39,Thrusday,0,0.769
2878,10,13,50,32,Thrusday,0,0.781
2879,11,12,80,55,Thrusday,0,0.727
2880,0,1,100,61,Thrusday,2,0.820
2881,0,2,140,93,Thrusday,2,0.753
2882,0,3,130,102,Thrusday,2,0.637
2883,1,2,110,65,Thrusday,2,0.846
2884,1,7,80,55,Thrusday,2,0.727
2885,2,5,140,79,Thrusday,2,0.886
2886,3,4,130,81,Thrusday,2,0.802
2887,3,10,120,86,Thrusday,2,0.698
2888,4,5,100,58,Thrusday,2,0.862
2889,4,6,120,75,Thrusday,2,0.800
2890,5,8,130,88,Thrusday,2,0.739
2891,5,12,130,91,Thrusday,2,0.714
2892,6,7,100,65,Thrusday,2,0.769
2893,7,9,130,66,Thrusday,2,0.985
2894,8,9,50,28,Thrusday,2,0.893
2895,9,11,80,56,Thrusday,2,0.714
2896,9,13,120,74,Thrusday,2,0.811
2897,10,11,120,89,Thrusday,2,0.674
2898,10,13,140,82,Thrusday,2,0.854
2899,11,12,60,38,Thrusday,2,0.789
2900,0,1,80,62,Thrusday,4,0.645
2901,0,2,110,75,Thrusday,4,0.733
2902,0,3,110,74,Thrusday,4,0.743
2903,1,2,50,32,Thrusday,4,0.781
2904,1,7,140,90,Thrusday,4,0.778
2905,2,5,70,38,Thrusday,4,0.921
2906,3,4,140,110,Thrusday,4,0.636
2907,3,10,60,32,Thrusday,4,0.938
2908,4,5,140,84,Thrusday,4,0.833
2909,4,6,50,31,Thrusday,4,0.806
2910,5,8,140,76,Thrusday,4,0.921
2911,5,12,60,36,Thrusday,4,0.833
2912,6,7,100,57,Thrusday,4,0.877
2913,7,9,110,72,Thrusday,4,0.764
2914,8,9,90,46,Thrusday,4,0.978
2915,9,11,130,96,Thrusday,4,0.677
2916,9,13,130,83,Thrusday,4,0.783
2917,10,11,120,62,Thrusday,4,0.968
2918,10,13,140,89,Thrusday,4,0.787
2919,11,12,50,37,Thrusday,4,0.676
2920,0,1,140,74,Thrusday,6,0.946
2921,0,2,80,43,Thrusday,6,0.930
2922,0,3,120,91,Thrusday,6,0.659
2923,1,2,130,66,Thrusday,6,0.985
2924,1,7,100,56,Thrusday,6,0.893
2925,2,5,110,66,Thrusday,6,0.833
2926,3,4,50,39,Thrusday,6,0.641
2927,3,10,100,72,Thrusday,6,0.694
2928,4,5,140,76,Thrusday,6,0.921
2929,4,6,80,49,Thrusday,6,0.816
2930,5,8,140,70,Thrusday,6,1.000
2931,5,12,130,96,Thrusday,6,0.677
2932,6,7,110,69,Thrusday,6,0.797
2933,7,9,90,54,Thrusday,6,0.833
2934,8,9,140,99,Thrusday,6,0.707
2935,9,11,90,67,Thrusday,6,0.672
2936,9,13,80,44,Thrusday,6,0.909
2937,10,11,140,83,Thrusday,6,0.843
2938,10,13,100,63,Thrusday,6,0.794
2939,11,12,70,47,Thrusday,6,0.745
2940,0,1,70,44,Thrusday,8,0.795
2941,0,2,110,60,Thrusday,8,0.917
2942,0,3,50,37,Thrusday,8,0.676
2943,1,2,100,70,Thrusday,8,0.714
2944,1,7,140,98,Thrusday,8,0.714
2945,2,5,130,87,Thrusday,8,0.747
2946,3,4,110,85,Thrusday,8,0.647
2947,3,10,80,49,Thrusday,8,0.816
2948,4,5,130,68,Thrusday,8,0.956
2949,4,6,70,41,Thrusday,8,0.854
2950,5,8,50,35,Thrusday,8,0.714
2951,5,12,100,63,Thrusday,8,0.794
2952,6,7,140,72,Thrusday,8,0.972
2953,7,9,110,84,Thrusday,8,0.655
2954,8,9,90,46,Thrusday,8,0.978
2955,9,11,80,46,Thrusday,8,0.870
2956,9,13,100,71,Thrusday,8,0.704
2957,10,11,50,29,Thrusday,8,0.862
2958,10,13,130,84,Thrusday,8,0.774
2959,11,12,90,49,Thrusday,8,0.918
2960,0,1,80,72,Thrusday,10,0.556
2961,0,2,50,44,Thrusday,10,0.568
2962,0,3,70,68,Thrusday,10,0.515
2963,1,2,100,91,Thrusday,10,0.549
2964,1,7,70,66,Thrusday,10,0.530
2965,2,5,110,96,Thrusday,10,0.573
2966,3,4,80,70,Thrusday,10,0.571
2967,3,10,80,68,Thrusday,10,0.588
2968,4,5,80,60,Thrusday,10,0.667
2969,4,6,80,62,Thrusday,10,0.645
2970,5,8,80,62,Thrusday,10,0.645
2971,5,12,100,75,Thrusday,10,0.667
2972,6,7,110,84,Thrusday,10,0.655
2973,7,9,140,135,Thrusday,10,0.519
2974,8,9,130,121,Thrusday,10,0.537
2975,9,11,50,37,Thrusday,10,0.676
2976,9,13,90,74,Thrusday,10,0.608
2977,10,11,130,108,Thrusday,10,0.602
2978,10,13,130,117,Thrusday,10,0.556
2979,11,12,120,98,Thrusday,10,0.612
2980,0,1,90,75,Thrusday,12,0.600
2981,0,2,60,58,Thrusday,12,0.517
2982,0,3,140,116,Thrusday,12,0.603
2983,1,2,130,117,Thrusday,12,0.556
2984,1,7,70,61,Thrusday,12,0.574
2985,2,5,60,50,Thrusday,12,0.600
2986,3,4,90,83,Thrusday,12,0.542
2987,3,10,130,123,Thrusday,12,0.528
2988,4,5,70,60,Thrusday,12,0.583
2989,4,6,80,56,Thrusday,12,0.714
2990,5,8,100,87,Thrusday,12,0.575
2991,5,12,110,84,Thrusday,12,0.655
2992,6,7,90,82,Thrusday,12,0.549
2993,7,9,50,40,Thrusday,12,0.625
2994,8,9,110,91,Thrusday,12,0.604
2995,9,11,120,88,Thrusday,12,0.682
2996,9,13,70,69,Thrusday,12,0.507
2997,10,11,140,129,Thrusday,12,0.543
2998,10,13,70,62,Thrusday,12,0.565
2999,11,12,110,105,Thrusday,12,0.524
3000,0,1,90,68,Thrusday,14,0.662
3001,0,2,50,37,Thrusday,14,0.676
3002,0,3,100,80,Thrusday,14,0.625
3003,1,2,80,63,Thrusday,14,0.635
3004,1,7,120,96,Thrusday,14,0.625
3005,2,5,110,87,Thrusday,14,0.632
3006,3,4,110,98,Thrusday,14,0.561
3007,3,10,50,40,Thrusday,14,0.625
3008,4,5,120,110,Thrusday,14,0.545
3009,4,6,60,47,Thrusday,14,0.638
3010,5,8,60,54,Thrusday,14,0.556
3011,5,12,100,85,Thrusday,14,0.588
3012,6,7,80,79,Thrusday,14,0.506
3013,7,9,50,35,Thrusday,14,0.714
3014,8,9,100,71,Thrusday,14,0.704
3015,9,11,100,93,Thrusday,14,0.538
3016,9,13,60,46,Thrusday,14,0.652
3017,10,11,110,96,Thrusday,14,0.573
3018,10,13,90,66,Thrusday,14,0.682
3019,11,12,50,47,Thrusday,14,0.532
3020,0,1,80,77,Thrusday,16,0.519
3021,0,2,80,78,Thrusday,16,0.513
3022,0,3,80,63,Thrusday,16,0.635
3023,1,2,100,80,Thrusday,16,0.625
3024,1,7,110,100,Thrusday,16,0.550
3025,2,5,50,46,Thrusday,16,0.543
3026,3,4,110,99,Thrusday,16,0.556
3027,3,10,110,99,Thrusday,16,0.556
3028,4,5,50,49,Thrusday,16,0.510
3029,4,6,50,48,Thrusday,16,0.521
3030,5,8,60,44,Thrusday,16,0.682
3031,5,12,60,42,Thrusday,16,0.714
3032,6,7,90,87,Thrusday,16,0.517
3033,7,9,130,114,Thrusday,16,0.570
3034,8,9,110,85,Thrusday,16,0.647
3035,9,11,120,115,Thrusday,16,0.522
3036,9,13,100,81,Thrusday,16,0.617
3037,10,11,90,86,Thrusday,16,0.523
3038,10,13,110,80,Thrusday,16,0.688
3039,11,12,80,75,Thrusday,16,0.533
3040,0,1,130,114,Thrusday,18,0.570
3041,0,2,110,88,Thrusday,18,0.625
3042,0,3,70,55,Thrusday,18,0.636
3043,1,2,50,48,Thrusday,18,0.521
3044,1,7,130,116,Thrusday,18,0.560
3045,2,5,100,79,Thrusday,18,0.633
3046,3,4,130,103,Thrusday,18,0.631
3047,3,10,110,78,Thrusday,18,0.705
3048,4,5,140,136,Thrusday,18,0.515
3049,4,6,140,109,Thrusday,18,0.642
3050,5,8,130,113,Thrusday,18,0.575
3051,5,12,80,79,Thrusday,18,0.506
3052,6,7,90,73,Thrusday,18,0.616
3053,7,9,90,69,Thrusday,18,0.652
3054,8,9,60,44,Thrusday,18,0.682
3055,9,11,50,41,Thrusday,18,0.610
3056,9,13,120,108,Thrusday,18,0.556
3057,10,11,80,68,Thrusday,18,0.588
3058,10,13,140,102,Thrusday,18,0.686
3059,11,12,60,52,Thrusday,18,0.577
3060,0,1,60,30,Thrusday,20,1.000
3061,0,2,100,55,Thrusday,20,0.909
3062,0,3,90,62,Thrusday,20,0.726
3063,1,2,100,79,Thrusday,20,0.633
3064,1,7,60,34,Thrusday,20,0.882
3065,2,5,100,64,Thrusday,20,0.781
3066,3,4,80,60,Thrusday,20,0.667
3067,3,10,50,25,Thrusday,20,1.000
3068,4,5,120,80,Thrusday,20,0.750
3069,4,6,130,71,Thrusday,20,0.915
3070,5,8,60,30,Thrusday,20,1.000
3071,5,12,120,79,Thrusday,20,0.759
3072,6,7,90,58,Thrusday,20,0.776
3073,7,9,120,71,Thrusday,20,0.845
3074,8,9,80,51,Thrusday,20,0.784
3075,9,11,130,94,Thrusday,20,0.691
3076,9,13,130,93,Thrusday,20,0.699
3077,10,11,110,59,Thrusday,20,0.932
3078,10,13,100,79,Thrusday,20,0.633
3079,11,12,80,44,Thrusday,20,0.909
3080,0,1,120,92,Thrusday,22,0.652
3081,0,2,80,49,Thrusday,22,0.816
3082,0,3,100,51,Thrusday,22,0.980
3083,1,2,130,88,Thrusday,22,0.739
3084,1,7,50,34,Thrusday,22,0.735
3085,2,5,80,50,Thrusday,22,0.800
3086,3,4,50,38,Thrusday,22,0.658
3087,3,10,80,48,Thrusday,22,0.833
3088,4,5,70,38,Thrusday,22,0.921
3089,4,6,60,33,Thrusday,22,0.909
3090,5,8,80,62,Thrusday,22,0.645
3091,5,12,120,79,Thrusday,22,0.759
3092,6,7,70,44,Thrusday,22,0.795
3093,7,9,70,51,Thrusday,22,0.686
3094,8,9,110,70,Thrusday,22,0.786
3095,9,11,120,67,Thrusday,22,0.896
3096,9,13,50,34,Thrusday,22,0.735
3097,10,11,60,40,Thrusday,22,0.750
3098,10,13,60,38,Thrusday,22,0.789
3099,11,12,130,79,Thrusday,22,0.823
3100,0,1,120,68,Thrusday,24,0.882
3101,0,2,90,45,Thrusday,24,1.000
3102,0,3,140,75,Thrusday,24,0.933
3103,1,2,100,64,Thrusday,24,0.781
3104,1,7,90,52,Thrusday,24,0.865
3105,2,5,50,26,Thrusday,24,0.962
3106,3,4,140,86,Thrusday,24,0.814
3107,3,10,90,58,Thrusday,24,0.776
3108,4,5,70,50,Thrusday,24,0.700
3109,4,6,120,75,Thrusday,24,0.800
3110,5,8,120,90,Thrusday,24,0.667
3111,5,12,60,36,Thrusday,24,0.833
3112,6,7,140,76,Thrusday,24,0.921
3113,7,9,100,75,Thrusday,24,0.667
3114,8,9,80,44,Thrusday,24,0.909
3115,9,11,100,52,Thrusday,24,0.962
3116,9,13,60,37,Thrusday,24,0.811
3117,10,11,130,99,Thrusday,24,0.657
3118,10,13,80,60,Thrusday,24,0.667
3119,11,12,140,111,Thrusday,24,0.631
3120,0,1,110,68,Friday,0,0.809
3121,0,2,50,34,Friday,0,0.735
3122,0,3,90,63,Friday,0,0.714
3123,1,2,140,90,Friday,0,0.778
3124,1,7,50,31,Friday,0,0.806
3125,2,5,130,68,Friday,0,0.956
3126,3,4,140,109,Friday,0,0.642
3127,3,10,120,85,Friday,0,0.706
3128,4,5,90,48,Friday,0,0.938
3129,4,6,110,78,Friday,0,0.705
3130,5,8,100,76,Friday,0,0.658
3131,5,12,130,94,Friday,0,0.691
3132,6,7,80,61,Friday,0,0.656
3133,7,9,70,42,Friday,0,0.833
3134,8,9,100,64,Friday,0,0.781
3135,9,11,60,37,Friday,0,0.811
3136,9,13,130,66,Friday,0,0.985
3137,10,11,130,97,Friday,0,0.670
3138,10,13,100,64,Friday,0,0.781
3139,11,12,140,97,Friday,0,0.722
3140,0,1,110,80,Friday,2,0.688
3141,0,2,70,37,Friday,2,0.946
3142,0,3,50,26,Friday,2,0.962
3143,1,2,100,59,Friday,2,0.847
3144,1,7,140,110,Friday,2,0.636
3145,2,5,90,48,Friday,2,0.938
3146,3,4,70,38,Friday,2,0.921
3147,3,10,120,95,Friday,2,0.632
3148,4,5,70,44,Friday,2,0.795
3149,4,6,80,50,Friday,2,0.800
3150,5,8,120,82,Friday,2,0.732
3151,5,12,80,50,Friday,2,0.800
3152,6,7,70,45,Friday,2,0.778
3153,7,9,120,68,Friday,2,0.882
3154,8,9,70,55,Friday,2,0.636
3155,9,11,140,99,Friday,2,0.707
3156,9,13,130,67,Friday,2,0.970
3157,10,11,60,34,Friday,2,0.882
3158,10,13,50,33,Friday,2,0.758
3159,11,12,80,61,Friday,2,0.656
3160,0,1,50,34,Friday,4,0.735
3161,0,2,80,46,Friday,4,0.870
3162,0,3,140,101,Friday,4,0.693
3163,1,2,70,35,Friday,4,1.000
3164,1,7,130,90,Friday,4,0.722
3165,2,5,60,46,Friday,4,0.652
3166,3,4,110,58,Friday,4,0.948
3167,3,10,140,71,Friday,4,0.986
3168,4,5,120,84,Friday,4,0.714
3169,4,6,90,71,Friday,4,0.634
3170,5,8,140,70,Friday,4,1.000
3171,5,12,140,83,Friday,4,0.843
3172,6,7,110,60,Friday,4,0.917
3173,7,9,70,54,Friday,4,0.648
3174,8,9,50,32,Friday,4,0.781
3175,9,11,140,82,Friday,4,0.854
3176,9,13,120,75,Friday,4,0.800
3177,10,11,50,28,Friday,4,0.893
3178,10,13,80,49,Friday,4,0.816
3179,11,12,50,34,Friday,4,0.735
3180,0,1,120,94,Friday,6,0.638
3181,0,2,130,73,Friday,6,0.890
3182,0,3,90,60,Friday,6,0.750
3183,1,2,60,43,Friday,6,0.698
3184,1,7,120,82,Friday,6,0.732
3185,2,5,100,67,Friday,6,0.746
3186,3,4,50,32,Friday,6,0.781
3187,3,10,100,61,Friday,6,0.820
3188,4,5,100,56,Friday,6,0.893
3189,4,6,90,55,Friday,6,0.818
3190,5,8,50,39,Friday,6,0.641
3191,5,12,100,75,Friday,6,0.667
3192,6,7,70,50,Friday,6,0.700
3193,7,9,140,95,Friday,6,0.737
3194,8,9,80,57,Friday,6,0.702
3195,9,11,90,66,Friday,6,0.682
3196,9,13,120,77,Friday,6,0.779
3197,10,11,100,61,Friday,6,0.820
3198,10,13,50,39,Friday,6,0.641
3199,11,12,130,65,Friday,6,1.000
3200,0,1,80,60,Friday,8,0.667
3201,0,2,70,38,Friday,8,0.921
3202,0,3,100,74,Friday,8,0.676
3203,1,2,50,30,Friday,8,0.833
3204,1,7,50,36,Friday,8,0.694
3205,2,5,70,52,Friday,8,0.673
3206,3,4,50,26,Friday,8,0.962
3207,3,10,70,41,Friday,8,0.854
3208,4,5,140,91,Friday,8,0.769
3209,4,6,50,27,Friday,8,0.926
3210,5,8,50,34,Friday,8,0.735
3211,5,12,110,61,Friday,8,0.902
3212,6,7,120,94,Friday,8,0.638
3213,7,9,110,87,Friday,8,0.632
3214,8,9,120,95,Friday,8,0.632
3215,9,11,140,111,Friday,8,0.631
3216,9,13,70,43,Friday,8,0.814
3217,10,11,60,30,Friday,8,1.000
3218,10,13,80,45,Friday,8,0.889
3219,11,12,60,37,Friday,8,0.811
3220,0,1,140,135,Friday,10,0.519
3221,0,2,70,60,Friday,10,0.583
3222,0,3,50,44,Friday,10,0.568
3223,1,2,130,127,Friday,10,0.512
3224,1,7,140,107,Friday,10,0.654
3225,2,5,60,57,Friday,10,0.526
3226,3,4,60,46,Friday,10,0.652
3227,3,10,100,70,Friday,10,0.714
3228,4,5,120,99,Friday,10,0.606
3229,4,6,70,64,Friday,10,0.547
3230,5,8,120,90,Friday,10,0.667
3231,5,12,140,105,Friday,10,0.667
3232,6,7,60,49,Friday,10,0.612
3233,7,9,80,62,Friday,10,0.645
3234,8,9,100,83,Friday,10,0.602
3235,9,11,90,83,Friday,10,0.542
3236,9,13,110,82,Friday,10,0.671
3237,10,11,120,87,Friday,10,0.690
3238,10,13,80,79,Friday,10,0.506
3239,11,12,130,95,Friday,10,0.684
3240,0,1,100,71,Friday,12,0.704
3241,0,2,50,39,Friday,12,0.641
3242,0,3,120,109,Friday,12,0.550
3243,1,2,60,58,Friday,12,0.517
3244,1,7,140,102,Friday,12,0.686
3245,2,5,50,49,Friday,12,0.510
3246,3,4,120,100,Friday,12,0.600
3247,3,10,100,84,Friday,12,0.595
3248,4,5,110,97,Friday,12,0.567
3249,4,6,70,69,Friday,12,0.507
3250,5,8,130,92,Friday,12,0.707
3251,5,12,90,70,Friday,12,0.643
3252,6,7,140,108,Friday,12,0.648
3253,7,9,60,44,Friday,12,0.682
3254,8,9,110,93,Friday,12,0.591
3255,9,11,110,103,Friday,12,0.534
3256,9,13,60,48,Friday,12,0.625
3257,10,11,80,70,Friday,12,0.571
3258,10,13,140,136,Friday,12,0.515
3259,11,12,100,97,Friday,12,0.515
3260,0,1,100,87,Friday,14,0.575
3261,0,2,100,88,Friday,14,0.568
3262,0,3,60,51,Friday,14,0.588
3263,1,2,90,68,Friday,14,0.662
3264,1,7,120,114,Friday,14,0.526
3265,2,5,140,103,Friday,14,0.680
3266,3,4,60,59,Friday,14,0.508
3267,3,10,60,45,Friday,14,0.667
3268,4,5,140,112,Friday,14,0.625
3269,4,6,50,47,Friday,14,0.532
3270,5,8,100,97,Friday,14,0.515
3271,5,12,60,46,Friday,14,0.652
3272,6,7,80,70,Friday,14,0.571
3273,7,9,50,39,Friday,14,0.641
3274,8,9,140,128,Friday,14,0.547
3275,9,11,140,116,Friday,14,0.603
3276,9,13,80,73,Friday,14,0.548
3277,10,11,100,97,Friday,14,0.515
3278,10,13,80,66,Friday,14,0.606
3279,11,12,110,104,Friday,14,0.529
3280,0,1,110,90,Friday,16,0.611
3281,0,2,110,85,Friday,16,0.647
3282,0,3,130,122,Friday,16,0.533
3283,1,2,90,64,Friday,16,0.703
3284,1,7,130,117,Friday,16,0.556
3285,2,5,140,112,Friday,16,0.625
3286,3,4,70,54,Friday,16,0.648
3287,3,10,140,124,Friday,16,0.565
3288,4,5,140,133,Friday,16,0.526
3289,4,6,110,108,Friday,16,0.509
3290,5,8,100,84,Friday,16,0.595
3291,5,12,100,71,Friday,16,0.704
3292,6,7,80,66,Friday,16,0.606
3293,7,9,140,118,Friday,16,0.593
3294,8,9,60,58,Friday,16,0.517
3295,9,11,130,98,Friday,16,0.663
3296,9,13,50,40,Friday,16,0.625
3297,10,11,90,78,Friday,16,0.577
3298,10,13,100,98,Friday,16,0.510
3299,11,12,110,80,Friday,16,0.688
3300,0,1,140,110,Friday,18,0.636
3301,0,2,50,48,Friday,18,0.521
3302,0,3,60,47,Friday,18,0.638
3303,1,2,60,49,Friday,18,0.612
3304,1,7,80,64,Friday,18,0.625
3305,2,5,120,110,Friday,18,0.545
3306,3,4,90,82,Friday,18,0.549
3307,3,10,120,97,Friday,18,0.619
3308,4,5,140,104,Friday,18,0.673
3309,4,6,50,43,Friday,18,0.581
3310,5,8,140,138,Friday,18,0.507
3311,5,12,90,76,Friday,18,0.592
3312,6,7,140,134,Friday,18,0.522
3313,7,9,130,96,Friday,18,0.677
3314,8,9,140,121,Friday,18,0.579
3315,9,11,60,53,Friday,18,0.566
3316,9,13,100,93,Friday,18,0.538
3317,10,11,140,117,Friday,18,0.598
3318,10,13,90,81,Friday,18,0.556
3319,11,12,110,89,Friday,18,0.618
3320,0,1,120,82,Friday,20,0.732
3321,0,2,60,44,Friday,20,0.682
3322,0,3,60,39,Friday,20,0.769
3323,1,2,50,31,Friday,20,0.806
3324,1,7,140,82,Friday,20,0.854
3325,2,5,100,53,Friday,20,0.943
3326,3,4,130,103,Friday,20,0.631
3327,3,10,90,56,Friday,20,0.804
3328,4,5,60,45,Friday,20,0.667
3329,4,6,80,40,Friday,20,1.000
3330,5,8,90,46,Friday,20,0.978
3331,5,12,120,73,Friday,20,0.822
3332,6,7,50,37,Friday,20,0.676
3333,7,9,120,86,Friday,20,0.698
3334,8,9,60,34,Friday,20,0.882
3335,9,11,100,56,Friday,20,0.893
3336,9,13,90,60,Friday,20,0.750
3337,10,11,140,90,Friday,20,0.778
3338,10,13,100,50,Friday,20,1.000
3339,11,12,130,68,Friday,20,0.956
3340,0,1,140,82,Friday,22,0.854
3341,0,2,110,81,Friday,22,0.679
3342,0,3,70,53,Friday,22,0.660
3343,1,2,60,37,Friday,22,0.811
3344,1,7,140,95,Friday,22,0.737
3345,2,5,100,74,Friday,22,0.676
3346,3,4,60,36,Friday,22,0.833
3347,3,10,90,57,Friday,22,0.789
3348,4,5,80,45,Friday,22,0.889
3349,4,6,70,45,Friday,22,0.778
3350,5,8,90,52,Friday,22,0.865
3351,5,12,80,61,Friday,22,0.656
3352,6,7,80,63,Friday,22,0.635
3353,7,9,110,67,Friday,22,0.821
3354,8,9,130,72,Friday,22,0.903
3355,9,11,130,92,Friday,22,0.707
3356,9,13,130,97,Friday,22,0.670
3357,10,11,70,50,Friday,22,0.700
3358,10,13,140,96,Friday,22,0.729
3359,11,12,60,37,Friday,22,0.811
3360,0,1,140,104,Friday,24,0.673
3361,0,2,140,109,Friday,24,0.642
3362,0,3,90,46,Friday,24,0.978
3363,1,2,110,61,Friday,24,0.902
3364,1,7,60,33,Friday,24,0.909
3365,2,5,60,38,Friday,24,0.789
3366,3,4,50,27,Friday,24,0.926
3367,3,10,140,82,Friday,24,0.854
3368,4,5,120,91,Friday,24,0.659
3369,4,6,100,52,Friday,24,0.962
3370,5,8,60,34,Friday,24,0.882
3371,5,12,50,28,Friday,24,0.893
3372,6,7,70,51,Friday,24,0.686
3373,7,9,120,72,Friday,24,0.833
3374,8,9,130,92,Friday,24,0.707
3375,9,11,60,31,Friday,24,0.968
3376,9,13,100,54,Friday,24,0.926
3377,10,11,140,91,Friday,24,0.769
3378,10,13,60,33,Friday,24,0.909
3379,11,12,50,25,Friday,24,1.000
3380,0,1,120,42,Saturday,0,1.429
3381,0,2,100,18,Saturday,0,2.778
3382,0,3,50,14,Saturday,0,1.786
3383,1,2,120,41,Saturday,0,1.463
3384,1,7,70,17,Saturday,0,2.059
3385,2,5,50,15,Saturday,0,1.667
3386,3,4,90,21,Saturday,0,2.143
3387,3,10,80,10,Saturday,0,4.000
3388,4,5,140,36,Saturday,0,1.944
3389,4,6,130,46,Saturday,0,1.413
3390,5,8,100,19,Saturday,0,2.632
3391,5,12,60,7,Saturday,0,4.286
3392,6,7,70,8,Saturday,0,4.375
3393,7,9,110,16,Saturday,0,3.438
3394,8,9,140,17,Saturday,0,4.118
3395,9,11,70,14,Saturday,0,2.500
3396,9,13,60,12,Saturday,0,2.500
3397,10,11,100,18,Saturday,0,2.778
3398,10,13,100,23,Saturday,0,2.174
3399,11,12,90,14,Saturday,0,3.214
3400,0,1,100,24,Saturday,2,2.083
